0.000000000000000000e+00 8.618967367149410475e-02 -5.456340981262020051e-02 -6.423356276049160818e-03 -6.029922110275613700e-02 3.132511858439320212e-03 -8.884923479802712618e-03 -3.039212550556604983e-03 1.295635284718751673e-03 3.848704812971218332e-04
1.000000000000000056e-01 1.165070569203450757e-01 -9.168230328774546953e-03 1.031912620989650607e-02 6.653424770644683281e-03 -4.065671842729491961e-03 -1.491700198581831852e-02 -8.441522955747408213e-04 -7.025655068092188579e-03 -9.842433841669478295e-03
2.000000000000000111e-01 1.061428469912389927e-03 -1.027578767317424979e-01 -5.704155370785965462e-02 -5.743618217611247412e-02 -2.872447724302999716e-02 -3.092958354297613982e-02 -1.322781729449899052e-02 -1.587313186102148194e-02 -1.598747451886859197e-02
3.000000000000000444e-01 -1.089460312938296538e-01 -1.537253128910225607e-02 -2.713503455999764780e-02 -2.642579074122444055e-02 -2.852019743144355857e-02 -2.088602719042108313e-02 -1.639264001519481415e-02 -2.131083080634090313e-02 -1.875797028083028839e-02
4.000000000000000222e-01 1.246145081740385879e-01 4.227241225715404338e-03 -5.314951248857420485e-02 -4.690906913147319807e-02 -2.949414585048101833e-02 -1.119939877799249958e-02 -2.656299166053745220e-02 -2.282809347078022799e-02 -2.240865767114142565e-02
5.000000000000000000e-01 -7.679041447457737868e-02 6.090520926091172460e-02 -3.791314094205462670e-02 2.587416883493079411e-03 -2.242163847871256679e-02 -3.084145382150904266e-02 -2.422838465659726132e-02 -2.010020101231521986e-02 -1.921806310496712231e-02
6.000000000000000888e-01 -1.527640716070212124e-01 -5.780941316221750031e-02 -5.364378340141996715e-02 -1.340063132881268854e-02 -1.212704419811837936e-02 -1.635760306907357159e-02 -1.325062398147596604e-02 -1.244786173149131994e-02 -1.767841764164056542e-02
7.000000000000000666e-01 1.448048695028901767e-01 -5.678790363407800607e-02 4.105789595756539900e-03 1.237598157321624301e-02 -3.508372225736235833e-02 2.637294190729045501e-03 -1.330318550405114666e-02 -9.569314354498339309e-03 -1.325609302915882297e-02
8.000000000000000444e-01 3.448906392815137556e-02 2.049380779855011769e-02 -2.866642119191313218e-02 1.308730162732632887e-02 -1.106492535115651335e-02 -6.353509892827140584e-03 -2.844984595324819877e-03 -5.221582968104782757e-03 -4.791983588570081221e-03
9.000000000000000222e-01 5.017558348731809836e-02 -9.095376013302310103e-02 -3.155441308258096628e-02 3.555336062095126003e-03 6.848925954039367971e-03 1.340639101471260974e-02 8.978637173829471033e-03 4.856164554290912268e-03 5.446719151221242165e-03
1.000000000000000000e+00 -1.445238766982711795e-02 -8.285967164028536225e-02 5.420480389053898562e-03 4.902618399412185524e-02 1.639658873672237421e-02 1.844181766563904312e-02 1.653971514927548084e-02 1.440289327491482349e-02 1.546275976908231820e-02
1.100000000000000089e+00 1.262202169904890758e-01 -3.468521302509156023e-02 3.805383498282410848e-02 6.492937814830557902e-03 3.319290056701826308e-02 3.005420983465111398e-02 2.882764189306353045e-02 2.629046299920395624e-02 2.849061282815917862e-02
1.200000000000000178e+00 -8.574344982791395897e-02 -4.333970788920825379e-02 4.223408921258756110e-02 3.027804956584183999e-02 3.664377061604685848e-02 3.513027074808477285e-02 4.100601089323762521e-02 3.946670900331312321e-02 4.238246494297231298e-02
1.300000000000000044e+00 2.772454176728380570e-01 1.125375703135770289e-01 6.406335391275114199e-02 7.565084160385358858e-02 6.295643719339856503e-02 6.191346025092610283e-02 5.471989115217341243e-02 5.301794338839947718e-02 5.491214029963474574e-02
1.400000000000000133e+00 1.951368678619587460e-01 5.123922687431288481e-02 7.847843503362181283e-02 5.655050693013274898e-02 6.108726999026502236e-02 7.089928921983022769e-02 7.027824617400085794e-02 6.708392936068693913e-02 7.071342825089754758e-02
1.500000000000000000e+00 -9.318312943875764476e-02 1.029585851767081950e-01 7.091899342685951957e-02 8.659802532631764860e-02 8.591338589167488160e-02 8.791759225933927502e-02 8.082289158567726450e-02 8.278253960896905794e-02 8.830601212445626791e-02
1.600000000000000089e+00 2.556074775359733486e-01 5.857074767991605341e-02 1.036926571611696962e-01 1.174331778534621479e-01 8.905550879978289813e-02 1.043089615730700276e-01 9.758258549818414618e-02 1.045667018876559745e-01 1.022386783074677868e-01
1.700000000000000178e+00 1.422745305291648055e-01 1.668114329303632126e-01 1.206580237177378584e-01 1.239093389951569368e-01 1.182735045019609882e-01 1.240208080958944414e-01 1.175529907267792162e-01 1.153905718226028859e-01 1.169710407030706972e-01
1.800000000000000044e+00 8.383564290868608659e-02 8.976172382375166570e-02 1.490503099276214993e-01 1.202330196411905971e-01 1.142035702232010452e-01 1.350689725843974842e-01 1.354086963482694916e-01 1.334046499106515682e-01 1.311715248809435796e-01
1.900000000000000133e+00 3.369957077714869076e-02 1.479303934188353764e-01 1.272962171959071132e-01 1.381985471816735978e-01 1.471495716434904621e-01 1.448926727244959078e-01 1.472278073974365165e-01 1.440958962352028860e-01 1.459402822000703814e-01
2.000000000000000000e+00 2.417788816376269245e-01 1.766146125723483951e-01 1.768318534612745296e-01 1.689534540359294290e-01 1.594969707454123309e-01 1.557641236780001048e-01 1.557837125663467659e-01 1.600980933360815761e-01 1.602886632959946434e-01
2.100000000000000089e+00 1.400971539537661514e-01 2.526827325159530235e-01 1.903340655746441346e-01 1.819240754068610910e-01 1.600987951635078343e-01 1.731099011091828677e-01 1.724013112287960947e-01 1.727453435098058043e-01 1.728089957360668671e-01
2.200000000000000178e+00 1.013722979962203286e-02 1.404815723351321710e-01 2.343804580591176967e-01 1.951045670878085170e-01 1.847356192253840346e-01 1.816666198768634999e-01 1.881799255638111901e-01 1.815458661363510973e-01 1.852064657537555448e-01
2.300000000000000266e+00 2.041820854485677517e-01 2.463313130732482370e-01 2.386833746166947823e-01 1.836309666451816647e-01 1.982658069948026180e-01 1.987441339036057353e-01 1.962790350783213678e-01 1.911464987686372630e-01 1.929916310195990137e-01
2.400000000000000355e+00 2.936163023331301858e-01 1.657520901943368985e-01 1.604517993073447113e-01 1.783514149783969605e-01 1.991373985112850353e-01 2.055039445111928598e-01 2.034043638475938054e-01 2.013445479260032034e-01 1.997187030882032754e-01
2.500000000000000000e+00 1.412155390107240061e-01 2.588693066081865779e-01 1.827460535176417822e-01 2.006166917266472838e-01 2.012869010392017988e-01 2.019635584816417695e-01 2.067528012677746219e-01 2.042405751106421419e-01 2.040951167667082733e-01
2.600000000000000089e+00 1.221213539830722644e-01 3.133278834800073964e-01 2.147218594135181235e-01 2.093813136165706135e-01 2.103980346641304566e-01 2.019632391464266652e-01 2.065171369505492127e-01 2.083070394156399663e-01 2.093974348482161851e-01
2.700000000000000178e+00 1.323151311237847350e-01 1.795109459573889232e-01 2.067690083209282048e-01 1.973125122161430989e-01 2.027497218168689275e-01 2.001355810734570251e-01 2.120039967293048389e-01 2.091566782718497497e-01 2.109507114592789057e-01
2.800000000000000266e+00 1.664514117863480913e-01 2.576056300702458390e-01 2.575253965127013989e-01 2.312450081997151075e-01 2.119421066261239772e-01 1.997550796436675935e-01 2.027538097704927322e-01 2.054189980930210269e-01 2.065347171381763380e-01
2.900000000000000355e+00 1.367397520802159372e-01 1.774936832228844741e-01 1.569814714766025743e-01 1.931136495152186439e-01 1.892882268659059897e-01 2.065600670405355055e-01 2.032358722124020523e-01 2.053942714477510201e-01 2.021479196711194470e-01
3.000000000000000000e+00 3.026306962766822095e-01 2.244699927845354159e-01 1.728413549484697775e-01 2.064147577232727793e-01 1.875258292069171551e-01 1.980505053769626989e-01 1.987270712045285104e-01 1.961234387275353486e-01 1.954905408747396600e-01
3.100000000000000089e+00 8.427831642045779947e-02 1.507490191643828248e-01 1.278559358359104003e-01 1.975918265692296616e-01 1.707864368444433067e-01 1.849267624897345530e-01 1.829134158991951031e-01 1.840026040825791798e-01 1.850571534923205752e-01
3.200000000000000178e+00 1.655110118607401870e-01 2.048398017807302185e-01 2.058359369235220893e-01 1.690287226109290497e-01 1.563630806912694737e-01 1.717028648660468004e-01 1.750416684365224129e-01 1.723628070299872694e-01 1.709313683720193600e-01
3.300000000000000266e+00 2.020189424992711036e-01 1.120783565869122589e-01 2.169184512058760506e-01 1.459504996383245157e-01 1.391804920988546357e-01 1.544372388539758389e-01 1.573152798567472865e-01 1.568745023509612313e-01 1.559131762535335974e-01
3.400000000000000355e+00 2.171397563916120932e-01 1.828657337536007954e-01 1.750393798885757357e-01 1.222420093878850839e-01 1.437761040994416650e-01 1.419530164450969745e-01 1.371031796572440009e-01 1.350453637579107635e-01 1.368170853502248263e-01
3.500000000000000000e+00 2.156266038317682376e-01 1.214094489751414430e-01 6.908560943567290669e-02 9.002847996484904247e-02 1.115566841979635099e-01 1.093368690144633087e-01 1.181858819912763869e-01 1.101548426674282405e-01 1.132408028961649493e-01
3.600000000000000089e+00 2.660335559240776804e-01 1.420542683768266090e-01 9.691523393577855527e-02 7.539228366176099760e-02 7.950054952638732630e-02 9.007499085144340945e-02 8.881425663642161794e-02 8.686941984079560308e-02 8.894080089953503021e-02
3.700000000000000178e+00 1.348368490820244237e-01 6.027995718347010229e-02 2.917351647058421399e-02 8.188996458586222937e-02 5.808807386413767510e-02 6.860735322621452914e-02 5.673395805551058324e-02 6.207335295725330271e-02 6.202691757741271572e-02
3.800000000000000266e+00 4.166316482201291860e-02 -1.120693324994389423e-02 5.038393171653481051e-02 6.062254699986166506e-02 3.330963524908345241e-02 4.420707433604698089e-02 3.292156515328725774e-02 2.893098351919203004e-02 3.069880461145361658e-02
3.900000000000000355e+00 4.245544031407687963e-02 -6.166758140332332522e-02 -1.879283096071596507e-02 -4.990139662946953616e-03 1.008086458824473258e-03 1.569949703624875029e-02 -6.480507106937552497e-03 -9.207809472926052011e-04 -2.092066884343662166e-03
4.000000000000000000e+00 -1.068637797623071539e-01 -2.606272996468320113e-02 -4.462800689733299742e-02 -6.002062295257414026e-02 -3.482813065464290120e-02 -4.483195298207191121e-02 -3.350275449435747427e-02 -4.119112184509804431e-02 -3.844099511390582785e-02
4.100000000000000533e+00 -1.502403303660912459e-01 -5.263934608843121032e-02 -5.771434417556355057e-02 -1.004661680189837120e-01 -7.387493907596794085e-02 -8.490304784251070935e-02 -7.491678879034120719e-02 -7.422556341771997801e-02 -7.519266373791690106e-02
4.200000000000000178e+00 -1.529232818060235755e-01 -6.123007326903918274e-02 -9.632471174702544880e-02 -7.041875284836209004e-02 -1.148928993114149699e-01 -1.212181324023264284e-01 -1.153537081793963026e-01 -1.137713104326912722e-01 -1.152067588148500410e-01
4.299999999999999822e+00 -2.360532788647415336e-01 -1.575178586463369390e-01 -1.171743585462257653e-01 -1.603582841374238677e-01 -1.484021808869697423e-01 -1.608127788790338630e-01 -1.563778339136543960e-01 -1.600212739799521111e-01 -1.556253935324804216e-01
4.400000000000000355e+00 -2.227431136437956205e-01 -1.704494379623303080e-01 -1.783757694380026515e-01 -2.287736411187476782e-01 -1.971888807069696603e-01 -2.062001765424980593e-01 -1.960622614435513222e-01 -1.983039457529024718e-01 -1.993102720332846356e-01
